layer_type,model,sm_count,sm_ratio,total_sm,seq_len,batch_size,kernel_name,n_kernels_captured,grid_size,n_waves,last_wave_blocks,wave_efficiency_pct,sm_util_per_sm_pct,achieved_occupancy_pct,analytical_n_blocks,analytical_n_waves,analytical_wave_eff_pct,analytical_last_wave_blocks,analytical_wasted_sm_pct,error,_block_size_parsed,_grid_size_parsed,block_size_raw,gpu__time_duration.sum,gpu__time_duration.sum.unit,grid_size_raw,kernel_duration_ns,kernel_id,kernel_time_ns,ncu_stdout,sm__cycles_active.sum,sm__cycles_active.sum.unit,sm__cycles_elapsed.sum,sm__cycles_elapsed.sum.unit,smsp__warps_active.sum,smsp__warps_active.sum.unit,stderr,warps_active
attn,zamba2,94,0.8703703703703703,108,16384,64,"void pytorch_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<256, 128, 64, 8, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<256, 128, 64, 8, cutlass::bfloat16_t>>, 0, 1, 0, 0, 0, 0, 0, 0>(pytorch_flash::Flash_fwd_params)",71,262144,2789,72,99.99160837026922,99.9281094088584,12.487823201323055,131072,1395,99.955769084115,36,0.04423091588500183,,256,262144,"(256, 1, 1)",1575122240,ns,"(128, 64, 32)",1575122240.0,58,,,232156797473,cycle,232323816438,cycle,1856779996886,warp,,1856779996886.0
attn,zamba2,94,0.8703703703703703,108,32768,1,"void pytorch_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<256, 128, 64, 8, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<256, 128, 64, 8, cutlass::bfloat16_t>>, 0, 1, 0, 0, 0, 0, 0, 0>(pytorch_flash::Flash_fwd_params)",18,8192,88,14,99.03288201160542,98.60783824091114,12.324718350795184,4096,44,99.03288201160542,54,0.9671179883945835,,256,8192,"(256, 1, 1)",115102880,ns,"(256, 1, 32)",115102880.0,5,,,14325690687,cycle,14527943156,cycle,114593796873,warp,,114593796873.0
attn,zamba2,94,0.8703703703703703,108,32768,4,"void pytorch_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<256, 128, 64, 8, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<256, 128, 64, 8, cutlass::bfloat16_t>>, 0, 1, 0, 0, 0, 0, 0, 0>(pytorch_flash::Flash_fwd_params)",19,32768,349,56,99.88416753032982,99.63714414236313,12.453334773728955,16384,175,99.59878419452887,28,0.40121580547112234,,256,32768,"(256, 1, 1)",443472096,ns,"(256, 4, 32)",443472096.0,6,,,57272038407,cycle,57480610168,cycle,458128180109,warp,,458128180109.0
attn,zamba2,94,0.8703703703703703,108,32768,16,"void pytorch_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<256, 128, 64, 8, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<256, 128, 64, 8, cutlass::bfloat16_t>>, 0, 1, 0, 0, 0, 0, 0, 0>(pytorch_flash::Flash_fwd_params)",43,131072,1395,36,99.955769084115,99.89974796130889,12.485853148359553,65536,698,99.88416753032982,18,0.11583246967018512,,256,131072,"(256, 1, 1)",1613646240,ns,"(256, 16, 32)",1613646240.0,34,,,229101511663,cycle,229331421088,cycle,1832575005446,warp,,1832575005446.0
attn,zamba2,94,0.8703703703703703,108,32768,32,"void pytorch_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<256, 128, 64, 8, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<256, 128, 64, 8, cutlass::bfloat16_t>>, 0, 1, 0, 0, 0, 0, 0, 0>(pytorch_flash::Flash_fwd_params)",71,262144,2789,72,99.99160837026922,99.94424759866725,12.491414464146581,131072,1395,99.955769084115,36,0.04423091588500183,,256,262144,"(256, 1, 1)",3235281792,ns,"(256, 32, 32)",3235281792.0,69,,,458194733124,cycle,458450330192,cycle,3665083574818,warp,,3665083574818.0
,,94,0.8703703703703703,108,32768,64,,,,,,,,,262144,2789,99.99160837026922,72,0.008391629730786221,ncu exit code 1,,,,,,,,,,"==WARNING== Note: Running with unmodified GPU clocks. If not controlled otherwise, profiling results may be inconsistent.
==PROF== Connected to process 1005641 (/apps/applications/Miniconda/25.11.1/envs/pytorch_2.9.1_cuda13/bin/python3.14)
==PROF== Disconnected from process 1005641
==ERROR== The application returned an error code (1).
""ID"",""Process ID"",""Process Name"",""Host Name"",""Kernel Name"",""Context"",""Stream"",""Block Size"",""Grid Size"",""Device"",""CC"",""Section Name"",""Metric Name"",""Metric Unit"",""Metric Value""
""0"",""1005641"",""python3.14"",""127.0.0.1"",""void unnamed>::distribution_elementwise_grid_stride_kernel<float, 4, void normal_and_transform<BFloat16, float, CUDAGeneratorImpl *, void normal_kernel<CUDAGeneratorImpl *>(const TensorBase &, double, double, T1)::[lambda() (instance 1)]::operator ()() lambda() (instance 4)]::operator ()() lambda(float) (instance 1)]>(TensorIteratorBase &, T3, T4)::[lambda(curandStatePhilox4_32_10 *) (instance 2)], void unnamed>::distribution_nullary_kernel<BFl",,,,,,,"/apps/applications/Miniconda/25.11.1/envs/pytorch_2.9.1_cuda13/lib/python3.14/site-packages/torch/cuda/__init__.py:63: FutureWarning: The pynvml package is deprecated. Please install nvidia-ml-py instead. If you did not install pynvml directly, please report this to the maintainers of the package that installed pynvml for you.
  import pynvml  # type: ignore[import]
Traceback (most recent call last):
  File ""/scratch/ehmoon/whlee/prefill-layer-alloc/stage1_sm_scaling/../src/profiling/_ncu_target.py"", line 190, in <module>
    main()
    ~~~~^^
  File ""/scratch/ehmoon/whlee/prefill-layer-alloc/stage1_sm_scaling/../src/profiling/_ncu_target.py"", line 97, in main
    kv_cache = torch.randn(
        args.batch_size, total_kv_len, 2, n_kv_heads, head_dim,
        device=""cuda"", dtype=dtype
    )
torch.OutOfMemoryError: CUDA out of memory. Tried to allocate 56.00 GiB. GPU 0 has a total capacity of 79.25 GiB of which 50.69 GiB is free. Including non-PyTorch memory, this process has 28.55 GiB ",
attn,zamba2,108,1.0,108,256,1,"void pytorch_flash::flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<256, 64, 64, 4, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<256, 64, 64, 4, cutlass::bfloat16_t>>, 1, 0, 0, 0, 0, 0, 1, 0>(pytorch_flash::Flash_fwd_params)",31,512,5,80,94.81481481481482,79.08859920752953,4.923450129251163,32,1,29.629629629629626,32,70.37037037037037,,128,512,"(128, 1, 1)",39808,ns,"(4, 4, 32)",39808.0,25,,,4764854,cycle,6024704,cycle,18983891,warp,,18983891.0
attn,zamba2,108,1.0,108,256,4,"void at::<unnamed>::CatArrayBatchedCopy<at::<unnamed>::OpaqueType<2>, unsigned int, 3, 64, 64>(T1 *, at::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::<unnamed>::TensorSizeStride<T2, 4>, int, T2)",18,432,4,108,100.0,95.88769421516108,76.29461764679631,128,2,59.25925925925925,20,40.74074074074075,,512,432,"(512, 1, 1)",87104,ns,"(216, 2, 1)",87104.0,4,,,12677220,cycle,13220904,cycle,645557642,warp,,645557642.0
attn,zamba2,108,1.0,108,256,16,"void at::<unnamed>::CatArrayBatchedCopy<at::<unnamed>::OpaqueType<2>, unsigned int, 3, 64, 64>(T1 *, at::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::<unnamed>::TensorSizeStride<T2, 4>, int, T2)",18,432,4,108,100.0,98.24545880295052,82.27833396264823,512,5,94.81481481481482,80,5.185185185185182,,512,432,"(512, 1, 1)",327072,ns,"(216, 2, 1)",327072.0,4,,,48832754,cycle,49704846,cycle,2617364428,warp,,2617364428.0
attn,zamba2,108,1.0,108,256,32,"void at::<unnamed>::CatArrayBatchedCopy<at::<unnamed>::OpaqueType<2>, unsigned int, 3, 64, 64>(T1 *, at::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::<unnamed>::TensorSizeStride<T2, 4>, int, T2)",18,432,4,108,100.0,98.84094642349729,83.9932992328143,1024,10,94.81481481481482,52,5.185185185185182,,512,432,"(512, 1, 1)",645760,ns,"(216, 2, 1)",645760.0,4,,,97007265,cycle,98144816,cycle,5275844415,warp,,5275844415.0
attn,zamba2,108,1.0,108,256,64,"void at::<unnamed>::CatArrayBatchedCopy<at::<unnamed>::OpaqueType<2>, unsigned int, 3, 64, 64>(T1 *, at::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::<unnamed>::TensorSizeStride<T2, 4>, int, T2)",18,432,4,108,100.0,98.99485901285094,84.80781604010922,2048,19,99.80506822612085,104,0.19493177387914784,,512,432,"(512, 1, 1)",1288512,ns,"(216, 2, 1)",1288512.0,4,,,194005761,cycle,195975592,cycle,10636967651,warp,,10636967651.0
attn,zamba2,108,1.0,108,512,1,"void at::<unnamed>::CatArrayBatchedCopy<at::<unnamed>::OpaqueType<2>, unsigned int, 3, 64, 64>(T1 *, at::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::<unnamed>::TensorSizeStride<T2, 4>, int, T2)",18,432,4,108,100.0,93.17206895188909,71.58497468660623,64,1,59.25925925925925,64,40.74074074074075,,512,432,"(512, 1, 1)",46400,ns,"(216, 2, 1)",46400.0,4,,,6553837,cycle,7034122,cycle,322263965,warp,,322263965.0
attn,zamba2,108,1.0,108,512,4,"void at::<unnamed>::CatArrayBatchedCopy<at::<unnamed>::OpaqueType<2>, unsigned int, 3, 64, 64>(T1 *, at::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::<unnamed>::TensorSizeStride<T2, 4>, int, T2)",18,432,4,108,100.0,97.45979639607205,80.10626733902124,256,3,79.01234567901234,40,20.98765432098766,,512,432,"(512, 1, 1)",166752,ns,"(216, 2, 1)",166752.0,4,,,24699359,cycle,25343126,cycle,1299291665,warp,,1299291665.0
attn,zamba2,108,1.0,108,512,16,"void at::<unnamed>::CatArrayBatchedCopy<at::<unnamed>::OpaqueType<2>, unsigned int, 3, 64, 64>(T1 *, at::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::<unnamed>::TensorSizeStride<T2, 4>, int, T2)",18,432,4,108,100.0,98.4237386830122,83.58877913799626,1024,10,94.81481481481482,52,5.185185185185182,,512,432,"(512, 1, 1)",648064,ns,"(216, 2, 1)",648064.0,4,,,97102337,cycle,98657436,cycle,5277858962,warp,,5277858962.0
attn,zamba2,108,1.0,108,512,32,"void at::<unnamed>::CatArrayBatchedCopy<at::<unnamed>::OpaqueType<2>, unsigned int, 3, 64, 64>(T1 *, at::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::<unnamed>::TensorSizeStride<T2, 4>, int, T2)",18,432,4,108,100.0,99.04390883479165,84.86564049398905,2048,19,99.80506822612085,104,0.19493177387914784,,512,432,"(512, 1, 1)",1287232,ns,"(216, 2, 1)",1287232.0,4,,,193916112,cycle,195788024,cycle,10634032677,warp,,10634032677.0
attn,zamba2,108,1.0,108,512,64,"void at::<unnamed>::CatArrayBatchedCopy<at::<unnamed>::OpaqueType<2>, unsigned int, 3, 64, 64>(T1 *, at::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::<unnamed>::TensorSizeStride<T2, 4>, int, T2)",18,432,4,108,100.0,99.30552842997315,85.61070497337305,4096,38,99.80506822612085,100,0.19493177387914784,,512,432,"(512, 1, 1)",2569568,ns,"(216, 2, 1)",2569568.0,4,,,388112045,cycle,390826222,cycle,21413701368,warp,,21413701368.0
attn,zamba2,108,1.0,108,1024,1,"void pytorch_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<256, 128, 64, 8, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<256, 128, 64, 8, cutlass::bfloat16_t>>, 0, 1, 0, 0, 0, 0, 0, 0>(pytorch_flash::Flash_fwd_params)",18,256,3,40,79.01234567901234,70.03159239845444,8.73298120532919,128,2,59.25925925925925,20,40.74074074074075,,256,256,"(256, 1, 1)",177728,ns,"(8, 1, 32)",177728.0,14,,,18916183,cycle,27010928,cycle,150966993,warp,,150966993.0
attn,zamba2,108,1.0,108,1024,4,"void pytorch_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<256, 128, 64, 8, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<256, 128, 64, 8, cutlass::bfloat16_t>>, 0, 1, 0, 0, 0, 0, 0, 0>(pytorch_flash::Flash_fwd_params)",18,1024,10,52,94.81481481481482,89.4566788284452,11.153717233394444,512,5,94.81481481481482,80,5.185185185185182,,256,1024,"(256, 1, 1)",530272,ns,"(8, 4, 32)",530272.0,12,,,72186965,cycle,80694886,cycle,576030682,warp,,576030682.0
attn,zamba2,108,1.0,108,1024,16,"void pytorch_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<256, 128, 64, 8, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<256, 128, 64, 8, cutlass::bfloat16_t>>, 0, 1, 0, 0, 0, 0, 0, 0>(pytorch_flash::Flash_fwd_params)",18,4096,38,100,99.80506822612085,96.91479658024363,12.083204615909105,2048,19,99.80506822612085,104,0.19493177387914784,,256,4096,"(256, 1, 1)",1934208,ns,"(8, 16, 32)",1934208.0,15,,,285330233,cycle,294413488,cycle,2276773387,warp,,2276773387.0
attn,zamba2,108,1.0,108,1024,32,"void pytorch_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<256, 128, 64, 8, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<256, 128, 64, 8, cutlass::bfloat16_t>>, 0, 1, 0, 0, 0, 0, 0, 0>(pytorch_flash::Flash_fwd_params)",18,8192,76,92,99.80506822612085,98.27302787214094,12.25250234714925,4096,38,99.80506822612085,100,0.19493177387914784,,256,8192,"(256, 1, 1)",3813120,ns,"(8, 32, 32)",3813120.0,14,,,569431281,cycle,579438014,cycle,4543722001,warp,,4543722001.0
attn,zamba2,108,1.0,108,1024,64,"void pytorch_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<256, 128, 64, 8, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<256, 128, 64, 8, cutlass::bfloat16_t>>, 0, 1, 0, 0, 0, 0, 0, 0>(pytorch_flash::Flash_fwd_params)",18,16384,152,76,99.80506822612085,98.97585826705416,12.340089502821135,8192,76,99.80506822612085,92,0.19493177387914784,,256,16384,"(256, 1, 1)",7548768,ns,"(8, 64, 32)",7548768.0,16,,,1137386224,cycle,1149155202,cycle,9075633949,warp,,9075633949.0
attn,zamba2,108,1.0,108,2048,1,"void pytorch_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<256, 128, 64, 8, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<256, 128, 64, 8, cutlass::bfloat16_t>>, 0, 1, 0, 0, 0, 0, 0, 0>(pytorch_flash::Flash_fwd_params)",18,512,5,80,94.81481481481482,80.09482321641576,9.997687630130883,256,3,79.01234567901234,40,20.98765432098766,,256,512,"(256, 1, 1)",531744,ns,"(16, 1, 32)",531744.0,14,,,64679993,cycle,80754274,cycle,516707844,warp,,516707844.0
attn,zamba2,108,1.0,108,2048,4,"void pytorch_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<256, 128, 64, 8, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<256, 128, 64, 8, cutlass::bfloat16_t>>, 0, 1, 0, 0, 0, 0, 0, 0>(pytorch_flash::Flash_fwd_params)",18,2048,19,104,99.80506822612085,93.96234124106287,11.72843235420326,1024,10,94.81481481481482,52,5.185185185185182,,256,2048,"(256, 1, 1)",1785280,ns,"(16, 4, 32)",1785280.0,13,,,254825285,cycle,271199378,cycle,2035675878,warp,,2035675878.0
attn,zamba2,108,1.0,108,2048,16,"void pytorch_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<256, 128, 64, 8, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<256, 128, 64, 8, cutlass::bfloat16_t>>, 0, 1, 0, 0, 0, 0, 0, 0>(pytorch_flash::Flash_fwd_params)",18,8192,76,92,99.80506822612085,98.28425053769877,12.26781085822447,4096,38,99.80506822612085,100,0.19493177387914784,,256,8192,"(256, 1, 1)",6788480,ns,"(16, 16, 32)",6788480.0,5,,,1015665954,cycle,1033396448,cycle,8113607786,warp,,8113607786.0
attn,zamba2,108,1.0,108,2048,32,"void pytorch_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<256, 128, 64, 8, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<256, 128, 64, 8, cutlass::bfloat16_t>>, 0, 1, 0, 0, 0, 0, 0, 0>(pytorch_flash::Flash_fwd_params)",18,16384,152,76,99.80506822612085,99.04814813420549,12.363140221568083,8192,76,99.80506822612085,92,0.19493177387914784,,256,16384,"(256, 1, 1)",13461568,ns,"(16, 32, 32)",13461568.0,14,,,2029629674,cycle,2049134398,cycle,16213590973,warp,,16213590973.0
attn,zamba2,108,1.0,108,2048,64,"void pytorch_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<256, 128, 64, 8, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<256, 128, 64, 8, cutlass::bfloat16_t>>, 0, 1, 0, 0, 0, 0, 0, 0>(pytorch_flash::Flash_fwd_params)",19,32768,304,44,99.80506822612085,99.43870878490722,12.411405853880032,16384,152,99.80506822612085,76,0.19493177387914784,,256,32768,"(256, 1, 1)",28984000,ns,"(16, 64, 32)",28984000.0,6,,,4057439542,cycle,4080342144,cycle,32411380718,warp,,32411380718.0
attn,zamba2,108,1.0,108,4096,1,"void pytorch_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<256, 128, 64, 8, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<256, 128, 64, 8, cutlass::bfloat16_t>>, 0, 1, 0, 0, 0, 0, 0, 0>(pytorch_flash::Flash_fwd_params)",18,1024,10,52,94.81481481481482,88.56307505049877,11.061923397805133,512,5,94.81481481481482,80,5.185185185185182,,256,1024,"(256, 1, 1)",1779712,ns,"(32, 1, 32)",1779712.0,16,,,239893414,cycle,270872950,cycle,1917680527,warp,,1917680527.0
attn,zamba2,108,1.0,108,4096,4,"void pytorch_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<256, 128, 64, 8, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<256, 128, 64, 8, cutlass::bfloat16_t>>, 0, 1, 0, 0, 0, 0, 0, 0>(pytorch_flash::Flash_fwd_params)",18,4096,38,100,99.80506822612085,96.78314313322393,12.088613473853451,2048,19,99.80506822612085,104,0.19493177387914784,,256,4096,"(256, 1, 1)",6484032,ns,"(32, 4, 32)",6484032.0,16,,,955235504,cycle,986985412,cycle,7636022496,warp,,7636022496.0
attn,zamba2,108,1.0,108,4096,16,"void pytorch_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<256, 128, 64, 8, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<256, 128, 64, 8, cutlass::bfloat16_t>>, 0, 1, 0, 0, 0, 0, 0, 0>(pytorch_flash::Flash_fwd_params)",18,16384,152,76,99.80506822612085,99.10525712048849,12.37863464353567,8192,76,99.80506822612085,92,0.19493177387914784,,256,16384,"(256, 1, 1)",26818656,ns,"(32, 16, 32)",26818656.0,5,,,3815601926,cycle,3850049974,cycle,30501351672,warp,,30501351672.0
attn,zamba2,108,1.0,108,4096,32,"void pytorch_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<256, 128, 64, 8, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<256, 128, 64, 8, cutlass::bfloat16_t>>, 0, 1, 0, 0, 0, 0, 0, 0>(pytorch_flash::Flash_fwd_params)",19,32768,304,44,99.80506822612085,99.5077202419226,12.428666914035755,16384,152,99.80506822612085,76,0.19493177387914784,,256,32768,"(256, 1, 1)",50385824,ns,"(32, 32, 32)",50385824.0,13,,,7632278033,cycle,7670036068,cycle,61010127045,warp,,61010127045.0
attn,zamba2,108,1.0,108,4096,64,"void pytorch_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<256, 128, 64, 8, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<256, 128, 64, 8, cutlass::bfloat16_t>>, 0, 1, 0, 0, 0, 0, 0, 0>(pytorch_flash::Flash_fwd_params)",29,65536,607,88,99.96949173225944,99.70853186125849,12.451488296293887,32768,304,99.80506822612085,44,0.19493177387914784,,256,65536,"(256, 1, 1)",101291744,ns,"(32, 64, 32)",101291744.0,16,,,15289662257,cycle,15334357022,cycle,122198762874,warp,,122198762874.0
